Event,Time,SfcId,Result,Resource,Vnffgs,Reason
I,0.0,,,"[13810, 24000000, 1092906]",,
+,1.0,0,False,"[13810, 24000000, 1092906]",[],SOLUTION_TYPE.SET_FAILED_FOR_LINK_BAND
+,1.0,1,True,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],
+,1.0,2,False,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,3,False,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,4,False,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,5,False,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,6,False,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,7,False,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,8,False,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,9,False,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,10,False,"[13793.857657357252, 23999999.618765283, 1092830.974628875]",[1],SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,11,True,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",
+,1.0,12,False,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,13,False,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,14,False,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,15,False,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,16,False,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,17,False,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,18,False,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,19,False,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,20,False,"[13766.874358345558, 23999999.314836558, 1092729.8183190643]","[1, 11]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,21,True,"[13748.173351388117, 23999998.915968176, 1092661.4564439172]","[1, 11, 21]",
+,1.0,22,True,"[13732.999227411208, 23999998.50651676, 1092578.0818857108]","[1, 11, 21, 22]",
+,1.0,23,False,"[13732.999227411208, 23999998.50651676, 1092578.0818857108]","[1, 11, 21, 22]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,24,True,"[13706.470792545877, 23999998.132963926, 1092426.9883934292]","[1, 11, 21, 22, 24]",
+,1.0,25,False,"[13706.470792545877, 23999998.132963926, 1092426.9883934292]","[1, 11, 21, 22, 24]",SOLUTION_TYPE.SET_FAILED_FOR_NODE_CPU
+,1.0,26,False,"[13706.470792545877, 23999998.132963926, 1092426.9883934292]","[1, 11, 21, 22, 24]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,27,False,"[13706.470792545877, 23999998.132963926, 1092426.9883934292]","[1, 11, 21, 22, 24]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,28,True,"[13677.968177612218, 23999997.82282564, 1092324.564181467]","[1, 11, 21, 22, 24, 28]",
+,1.0,29,False,"[13677.968177612218, 23999997.82282564, 1092324.564181467]","[1, 11, 21, 22, 24, 28]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,30,True,"[13649.557629500192, 23999997.43210921, 1092154.9727913658]","[1, 11, 21, 22, 24, 28, 30]",
+,1.0,31,True,"[13633.351920131016, 23999997.169561863, 1092088.6001660335]","[1, 11, 21, 22, 24, 28, 30, 31]",
+,1.0,32,False,"[13633.351920131016, 23999997.169561863, 1092088.6001660335]","[1, 11, 21, 22, 24, 28, 30, 31]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,33,False,"[13633.351920131016, 23999997.169561863, 1092088.6001660335]","[1, 11, 21, 22, 24, 28, 30, 31]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
+,1.0,34,False,"[13633.351920131016, 23999997.169561863, 1092088.6001660335]","[1, 11, 21, 22, 24, 28, 30, 31]",SOLUTION_TYPE.SET_FAILED_FOR_LATENCY
